Sequence,Location,Vessel,Type,No. Filets per kg,Size (cm),Recorded,Count,#1,#2,#3,#4,#5,#6,#7,#8,Average
3,Grand Manan,Morning Star ,Bait,,18-20.5,7-26-2018 7:42,8,5.5,4.3,16.6,12,3.5,11.2,6.3,3.2,7.8
4,Grand Manan,Morning Star ,Bait,,18-20.5,7-26-2018 7:42,8,6.8,2,9.3,4,2.1,9.1,5.2,3.2,5.2
5,Grand Manan,Morning Star ,Bait,,18-20.5,7-26-2018 7:43,8,11.6,5,13.2,1.7,2.5,16.3,5.7,5.7,7.7
1,Grand Manan,Morning Star ,Bait,,18-20.5,7-28-2018 7:23,8,4.5,5.8,6.9,11.1,17.5,4.2,13.8,9.9,9.2
2,Grand Manan,Morning Star ,Bait,,18-20.5,7-28-2018 7:24,8,10.9,4.7,7.3,8.4,6.9,4.4,8.2,12.4,7.9
3,Grand Manan,Morning Star ,Bait,,18-20.5,7-28-2018 7:24,8,15.9,15.5,8.8,10,3,7,2.5,12.2,9.4
4,Grand Manan,Morning Star ,Bait,,18-20.5,7-28-2018 7:25,8,7.1,9.7,8.7,11.3,8.1,12,9.9,7,9.2
5,Grand Manan,Morning Star ,Bait,,18-20.5,7-28-2018 7:26,8,5.5,3.8,2,11.2,1.7,8,4.5,4.9,5.2
1,Grand Manan,Morning Star ,Bait,,18-20.5,7-30-2018 7:43,8,10.2,10.4,16.6,4.5,7.8,12.9,9.6,3.3,9.4
2,Grand Manan,Morning Star ,Bait,,18-20.5,7-30-2018 7:44,8,4.5,5,8.4,6.7,10.5,2.8,6,8.1,6.5
3,Grand Manan,Morning Star ,Bait,,18-20.5,7-30-2018 7:44,8,12,5.1,2.4,9.5,12.8,5.1,11.7,10.6,8.7
4,Grand Manan,Morning Star ,Bait,,18-20.5,7-30-2018 7:45,8,12.4,8.7,6.7,8.6,8.7,5.8,5.1,12.7,8.6
5,Grand Manan,Morning Star ,Bait,,18-20.5,7-30-2018 7:46,8,12.1,11.5,8.9,10.2,10.7,14.6,10.7,6.1,10.6
1,Long Island Shoal,Morning Star ,Fillet,10-20,,08-01-2018 11:41,8,16.8,9.6,12.4,11.5,6.4,8.5,2.6,8.2,9.5
2,Long Island Shoal,Morning Star ,Fillet,10-20,,08-01-2018 11:42,8,12.9,4.7,8.6,12.2,8.3,14.7,17.8,8.6,11
3,Long Island Shoal,Morning Star ,Fillet,10-20,,08-01-2018 11:42,8,14.8,2.6,9.7,13.1,13.5,3.4,15.6,15.3,11
4,Long Island Shoal,Morning Star ,Fillet,10-20,,08-01-2018 11:43,8,12.2,9.8,12.4,6,10.2,7.3,11.4,9.5,9.9
5,Long Island Shoal,Morning Star ,Fillet,10-20,,08-01-2018 11:44,8,7.3,9.9,3,6.2,7.2,2.4,6.9,4.6,5.9
11,Long Island Shoal,Leroy & Barry ,Fillet,10-20,,08-01-2018 17:56,8,11.8,11.4,8.2,13.4,6.6,2.4,12.8,11.1,9.7
12,Long Island Shoal,Leroy & Barry ,Fillet,10-20,,08-01-2018 17:57,8,8.2,9.2,10.4,2.2,5,10.9,3.1,10.3,7.4
13,Long Island Shoal,Leroy & Barry ,Fillet,10-20,,08-01-2018 17:58,8,11.6,9,8,7.9,2,11.4,11.3,5.4,8.3
14,Long Island Shoal,Leroy & Barry ,Fillet,10-20,,08-01-2018 17:58,8,9,11.9,8.2,2.2,15.3,4.3,11.6,5.5,8.5
15,Long Island Shoal,Leroy & Barry ,Fillet,10-20,,08-01-2018 17:59,8,11.5,8.3,8.6,7.8,7,13.1,4,5.9,8.3
1,Long Island Shoal,Leroy & Barry ,Bait ,,20.5-23,08-02-2018 10:37,8,12,4.8,9.3,3.5,5.9,4.8,4,2.4,5.8
2,Long Island Shoal,Leroy & Barry ,,,20.5-23,08-02-2018 10:38,8,6.6,5.9,21.2,4.5,11.2,7.1,11,9.5,9.6
3,Long Island Shoal,Leroy & Barry ,,,20.5-23,08-02-2018 10:39,8,4.8,4.8,2.9,8.7,4.3,4.5,3,13,5.8
4,Long Island Shoal,Leroy & Barry ,,,20.5-23,08-02-2018 10:40,8,2.5,9.1,1.7,4.3,12.2,9,1.9,6.1,5.9
5,Long Island Shoal,Leroy & Barry ,,,20.5-23,08-02-2018 10:40,8,5,9.2,3,9.2,13.4,6.3,2.5,14.2,7.9
6,Long Island Shoal,Morning Star ,,,20.5-23,08-02-2018 11:20,8,2.5,8.9,7.3,5,4.6,9.3,4.9,8.6,6.4
7,Long Island Shoal,Morning Star ,,,20.5-23,08-02-2018 11:21,8,3.9,2.5,11.6,5.1,9,3.4,15.4,9.5,7.6
8,Long Island Shoal,Morning Star ,,,20.5-23,08-02-2018 11:22,8,9.2,7.7,12.2,5.8,5,3,10.1,2.5,6.9
9,Long Island Shoal,Morning Star ,,,20.5-23,08-02-2018 11:23,8,7.9,14.2,10.2,2.2,9.5,1.3,3.9,7.3,7.1
10,Long Island Shoal,Morning Star ,,,20.5-23,08-02-2018 11:23,8,8.9,8.4,3.8,7.9,11.6,4.8,15.3,10.8,8.9
1,Scots,Leroy & Barry ,,,20.5-23,08-03-2018 8:21,8,4.6,6.4,8,3.5,13.4,1.2,1.3,2.6,5.1
2,Scots,Leroy & Barry ,,,20.5-23,08-03-2018 8:22,8,1.9,2,1.9,5.7,4.7,2.8,2.8,3.4,3.2
3,Scots,Leroy & Barry ,,,20.5-23,08-03-2018 8:22,8,4.3,4.3,8.1,5,11.9,2.8,4,3.5,5.5
4,Scots,Leroy & Barry ,,,20.5-23,08-03-2018 8:23,8,3.8,2.4,1.9,6,4,5.6,4.6,3.7,4
5,Scots,Leroy & Barry ,,,20.5-23,08-03-2018 8:24,8,7.2,4.4,2.2,6.3,5.4,4.2,1.9,5.5,4.6
6,Scots,Morning Star ,,,20.5-23,08-03-2018 10:20,8,6.3,9.3,4.4,5.1,6.4,6.6,4.9,6.2,6.2
7,Scots,Morning Star ,,,20.5-23,08-03-2018 10:21,8,5.1,4.3,4.9,1.7,13.1,7.5,2.2,1.9,5.1
8,Scots,Morning Star ,,,20.5-23,08-03-2018 10:22,8,7.3,5.1,14.1,1.9,9.3,8.7,11.1,4.4,7.7
9,Scots,Morning Star ,,,20.5-23,08-03-2018 10:23,8,5.5,2.9,5,11.3,5.2,5.9,2.7,4.9,5.4
10,Scots,Morning Star ,,,20.5-23,08-03-2018 10:24,8,9.7,4.8,7,12.1,5.1,6.6,5.5,3.9,6.8
1,Scots,Leroy & Barry ,Fillet,10-20,,08-07-2018 17:04,8,3.1,11.3,3.6,4.5,10.7,9.2,8.7,15.1,8.3
2,Scots,Leroy & Barry ,Fillet,10-20,,08-07-2018 17:05,8,6.1,15.9,8.4,5.4,4.5,4.1,4.9,7.8,7.1
3,Scots,Leroy & Barry ,Fillet,10-20,,08-07-2018 17:05,8,4.4,7.5,4.7,3.5,12,4.1,8.7,5.5,6.3
4,Scots,Leroy & Barry ,Fillet,10-20,,08-07-2018 17:06,8,5.1,15.5,4.5,11,11.8,10.7,11.7,4.4,9.3
5,Scots,Leroy & Barry ,Fillet,10-20,,08-07-2018 17:07,8,5.6,6,3.4,4.3,10.7,7.2,4.8,6,6
6,Scots,Morning Star ,Fillet,10-20,,08-07-2018 20:22,8,7.6,5.7,15.3,9.1,6.1,9,4.3,5.3,7.8
7,Scots,Morning Star ,Fillet,10-20,,08-07-2018 20:23,8,5.1,4.3,5.5,6.3,6.4,3.9,11.1,14.8,7.2
8,Scots,Morning Star ,Fillet,10-20,,08-07-2018 20:24,8,5.1,1.8,4.1,12,2,8.4,8.2,8.4,6.3
9,Scots,Morning Star ,Fillet,10-20,,08-07-2018 20:25,8,6.8,5.4,12.6,6.2,8.2,3,5,5.8,6.6
10,Scots,Morning Star ,Fillet,10-20,,08-07-2018 20:26,8,4.9,5.4,2.5,9.2,5.5,5.2,3.1,10.7,5.8
1,Long Island Shoal,Leroy & Barry ,Bait,,,08-08-2018 9:00,8,1.7,2,2.5,6.3,2.6,3.4,3.1,7.9,3.7
2,Long Island Shoal,Leroy & Barry ,Bait,,,08-08-2018 9:01,8,4,3.5,6.3,2.5,6.5,1.9,2.7,2.5,3.7
3,Long Island Shoal,Leroy & Barry ,Bait,,,08-08-2018 9:02,8,2.1,4.9,3.3,2.1,2,4.9,4.9,5.1,3.7
4,Long Island Shoal,Leroy & Barry ,Bait,,,08-08-2018 9:02,8,3.2,4.1,4.4,2.4,2.2,4.9,2.5,5.6,3.7
5,Long Island Shoal,Leroy & Barry ,Bait,,,08-08-2018 9:04,8,3.4,2.7,1.6,3.5,4.7,4.7,2,24.5,5.9
6,Long Island Shoal,Morning Star ,Bait,,,08-08-2018 10:45,8,5.2,2,2.9,4.4,1.7,2,1.9,4.4,3.1
7,Long Island Shoal,Morning Star ,Bait,,,08-08-2018 10:46,8,7.9,5.4,10.3,1,3.8,6,2.2,2.8,4.9
8,Long Island Shoal,Morning Star ,Bait,,,08-08-2018 10:46,8,2.4,1.4,3.8,2,4.3,1.2,2.5,4.5,2.8
9,Long Island Shoal,Morning Star ,Bait,,,08-08-2018 10:47,8,4.5,2.7,6.3,3.4,2.3,7.8,2.5,4,4.2
10,Long Island Shoal,Morning Star ,Bait,,,08-08-2018 10:48,8,2.6,2.6,3.7,5,2,2.6,2.4,3.4,3
1,Long Island Shoal,Leroy & Barry ,Bait,,20.5-23,08-09-2018 8:15,8,4.8,1.7,9.2,4.8,6.5,9.3,6.6,2.1,5.6
2,Long Island Shoal,Leroy & Barry ,Bait,,20.5-23,08-09-2018 8:16,8,5.8,5.5,5.4,2.9,10.5,5.9,10.4,2.1,6.1
3,Long Island Shoal,Leroy & Barry ,Bait,,20.5-23,08-09-2018 8:16,8,8.1,7.4,4.6,8.5,2.5,3.3,7.8,7.5,6.2
4,Long Island Shoal,Leroy & Barry ,Bait,,20.5-23,08-09-2018 8:17,8,6.1,10.9,2.9,3.4,7.7,2.2,3.9,2.1,4.9
5,Long Island Shoal,Leroy & Barry ,Bait,,20.5-23,08-09-2018 8:18,8,4.4,2.1,6.1,4.3,14.4,11,4.6,4.3,6.4
1,Long Island Shoal,Morning Star ,Fillet,15-22,,08-10-2018 12:57,8,7.8,6,7.9,14,2.5,6.3,6,5.5,7
2,Long Island Shoal,Morning Star ,Fillet,15-22,,08-10-2018 12:58,8,4.6,2,2.7,10.3,2.3,8.9,3.1,10.6,5.6
3,Long Island Shoal,Morning Star ,Fillet,15-22,,08-10-2018 12:58,8,9.8,2.9,1.3,7.3,2,3.5,7.6,2.4,4.6
4,Long Island Shoal,Morning Star ,Fillet,15-22,,08-10-2018 12:59,8,8,2.4,2.3,11.4,1.3,4.8,6.1,4,5
5,Long Island Shoal,Morning Star ,Fillet,15-22,,08-10-2018 13:00,8,5.1,5,2.2,8.1,16.5,8.8,5.8,11.8,7.9
6,Long Island Shoal,Leroy & Barry ,Bait,,20.5-23,08-10-2018 13:27,8,2.5,1.7,12.8,6.7,4.2,3.3,3.8,1.6,4.6
7,Long Island Shoal,Leroy & Barry ,Bait,,20.5-23,08-10-2018 13:29,8,3.8,4.1,4.1,3.7,1.4,2,2.2,1.5,2.9
8,Long Island Shoal,Leroy & Barry ,Bait,,20.5-23,08-10-2018 13:30,8,2.7,2.3,3.3,2.8,2.6,1.9,4.6,11.9,4
9,Long Island Shoal,Leroy & Barry ,Bait,,20.5-23,08-10-2018 13:31,8,3.1,5.1,3.8,1.3,2,2.1,1.4,1.1,2.5
10,Long Island Shoal,Leroy & Barry ,Bait,,20.5-23,08-10-2018 13:32,8,4.3,1.5,13.5,2.4,2.3,3.6,1.9,2.2,4
1,East of Gully,Leroy & Barry ,Fillet,10-20,,8-15-2018 7:13,8,10.6,4.6,7,8.7,10.3,6.3,2.1,3.2,6.6
2,East of Gully,Leroy & Barry ,Fillet,10-20,,8-15-2018 7:15,8,7.5,11.4,5.2,3.2,7.7,10.6,10.3,6.9,7.9
3,East of Gully,Leroy & Barry ,Fillet,10-20,,8-15-2018 7:17,8,8.7,5.6,6.9,2.4,8.9,5.1,7.8,9.4,6.9
4,East of Gully,Leroy & Barry ,Fillet,10-20,,8-15-2018 7:18,8,3,3.9,6.7,3.9,12.6,9.1,12.2,13.8,8.2
5,East of Gully,Leroy & Barry ,Fillet,10-20,,8-15-2018 7:19,8,7.4,12.9,7.9,9.1,4.9,10.3,8,7.7,8.5
6,Long Island Shoal,Morning Star,Bait,,20.5-23,8-15-2018 16:55,8,12.3,6.9,5.9,5.9,5.1,8.5,6.1,3.1,6.7
7,Long Island Shoal,Morning Star,Bait,,20.5-23,8-15-2018 16:56,8,3.8,9.3,3.7,3.3,1,11.5,4.7,13.6,6.4
8,Long Island Shoal,Morning Star,Bait,,20.5-23,8-15-2018 16:56,8,2.9,11.7,3.1,4.1,1.8,7.6,4.4,1.3,4.6
9,Long Island Shoal,Morning Star,Bait,,20.5-23,8-15-2018 16:57,8,10.1,8.7,9.4,3.4,3.9,2.1,6.7,4.7,6.1
10,Long Island Shoal,Morning Star,Bait,,20.5-23,8-15-2018 16:58,8,8.3,11.6,3.7,3.2,2,6.5,2.3,8.2,5.7
11,East of Gully,Leroy & Barry ,Fillet,10-20,,8-17-2018 8:00,8,14.7,16.5,11.4,5.9,14.8,11.8,11.1,13.4,12.5
12,East of Gully,Leroy & Barry ,Fillet,10-20,,8-17-2018 8:02,8,2.5,14.2,15.9,11.6,12,11.9,10.5,12.9,11.4
13,East of Gully,Leroy & Barry ,Fillet,10-20,,8-17-2018 8:02,8,15.1,14.2,10.8,19,15.2,13.9,9.2,13.8,13.9
14,East of Gully,Leroy & Barry ,Fillet,10-20,,8-17-2018 8:03,8,13,9,4.9,7.8,3.5,18.2,8.7,13.8,9.9
15,East of Gully,Leroy & Barry ,Fillet,10-20,,8-17-2018 8:04,8,11.4,15.7,22.8,20.1,11.3,12,8.8,14.7,14.6
16,East of Gully,Morning Star,Fillet,10-20,,8-17-2018 10:30,8,13.5,10,8.1,12.5,13.2,14,11.4,4.9,11
17,East of Gully,Morning Star,Fillet,10-20,,8-17-2018 10:31,8,7.3,6.4,6.7,12.8,12.2,4.6,13.4,4.9,8.5
18,East of Gully,Morning Star,Fillet,10-20,,8-17-2018 10:32,8,11.2,11.7,9.2,12.6,6.6,16.1,5.2,11.6,10.5
19,East of Gully,Morning Star,Fillet,10-20,,8-17-2018 10:33,8,14.2,15.4,9.8,19.3,13.2,10.7,13.9,9.1,13.2
20,East of Gully,Morning Star,Fillet,10-20,,8-17-2018 10:34,8,17.1,14.9,15.4,7.7,8.1,11.5,21.5,15.1,13.9
6,Scots,Morning Star,Fillet,10-20,,8-19-2018 15:35,8,10,4.8,11.4,4,4.6,4,2.3,14.8,7
7,Scots,Morning Star,Fillet,10-20,,8-19-2018 15:35,8,4.1,2.2,4,16.3,7.5,9.8,8.2,9,7.6
8,Scots,Morning Star,Fillet,10-20,,8-19-2018 15:36,8,12.1,3.3,11.9,6.3,7.2,6,7.6,6.6,7.6
9,Scots,Morning Star,Fillet,10-20,,8-19-2018 15:37,8,2.3,4.2,10,5.7,12.3,8.6,7.8,7.2,7.3
10,Scots,Morning Star,Fillet,10-20,,8-19-2018 15:38,8,10.6,6.1,8.5,1.9,5.7,12.4,7,14.9,8.4
6,Scots,Leroy & Barry ,Fillet,10-20,,8-20-2018 9:11,8,3.3,1.9,2.1,3.5,2,1.6,8.4,5.8,3.6
7,Scots,Leroy & Barry ,Fillet,10-20,,8-20-2018 9:12,8,0,3.2,7.6,5.9,11.9,4.5,3.3,4.2,5.1
8,Scots,Leroy & Barry ,Fillet,10-20,,8-20-2018 9:13,8,1.1,14.2,2.9,3.9,2.1,1.5,12.6,3.5,5.2
9,Scots,Leroy & Barry ,Fillet,10-20,,8-20-2018 9:14,8,12.3,1.9,2.8,5.4,1.5,4,3.3,4.7,4.5
10,Scots,Leroy & Barry ,Fillet,10-20,,8-20-2018 9:15,8,2.3,5.7,6.9,4.8,3.2,14.2,4.9,2.5,5.6
11,Scots,Morning Star,Fillet,10-20,,8-20-2018 11:22,8,6.1,2.1,11.4,6.4,4.5,5.1,4.4,2.4,5.3
12,Scots,Morning Star,Fillet,10-20,,8-20-2018 11:23,8,18.9,2.8,4.2,11.6,5.5,5,4.2,5.6,7.2
13,Scots,Morning Star,Fillet,10-20,,8-20-2018 11:24,8,8.9,2.3,12.6,7.9,2.4,3.4,3.3,5.9,5.8
14,Scots,Morning Star,Fillet,10-20,,8-20-2018 11:24,8,5.2,6.9,2.8,12.7,8.5,8.7,5.5,11.2,7.7
15,Scots,Morning Star,Fillet,10-20,,8-20-2018 11:25,8,9,5,6.9,4.3,2.8,4.2,7.8,10.4,6.3
1,Long Island Shoal,Leroy & Barry ,Bait,,18-20.5,8-23-2018 6:28,8,1.3,4.3,1.2,2.9,4.4,4,1.7,2.8,2.8
2,Long Island Shoal,Leroy & Barry ,Bait,,18-20.5,8-23-2018 6:29,8,3.1,2.9,2.9,1.5,4.2,5.4,2.2,2.1,3
3,Long Island Shoal,Leroy & Barry ,Bait,,18-20.5,8-23-2018 6:30,8,2.9,1.8,4.2,3.3,2.8,1.7,4.8,1.8,2.9
4,Long Island Shoal,Leroy & Barry ,Bait,,18-20.5,8-23-2018 6:31,8,3.1,2.4,1.9,1.3,1.5,1,1.6,1.1,1.7
5,Long Island Shoal,Leroy & Barry ,Bait,,18-20.5,8-23-2018 6:32,8,1.5,2.2,2.9,1.6,4.9,4.3,2.3,1.7,2.7
6,Long Island Shoal,Morning Star,Bait,,18-20.5,8-23-2018 6:44,8,2.2,2.1,2.2,2.9,2.1,1.5,2.6,3.8,2.4
7,Long Island Shoal,Morning Star,Bait,,18-20.5,8-23-2018 6:45,8,1.3,1.8,1.6,3.2,1.5,2.6,1.1,1.2,1.8
8,Long Island Shoal,Morning Star,Bait,,18-20.5,8-23-2018 6:46,8,1.8,2.4,1.8,1.9,0.6,3.9,1,1.6,1.9
9,Long Island Shoal,Morning Star,Bait,,18-20.5,8-23-2018 6:47,8,3,1.1,1.6,2.1,1.6,1.3,1.8,4.3,2.1
10,Long Island Shoal,Morning Star,Bait,,18-20.5,8-23-2018 6:48,8,4.9,2.1,1.4,3.6,0.5,1.6,23.4,2.8,5
1,East of Jauquau,Leroy & Barry ,Fillet,15-22,,8-24-2018 8:37,8,11.5,4.5,12.6,11.4,11.9,9.3,10.8,12.4,10.6
2,East of Jauquau,Leroy & Barry ,Fillet,15-22,,8-24-2018 8:38,8,13.2,2.9,7,11.5,3.2,17.6,7.3,9.1,9
3,East of Jauquau,Leroy & Barry ,Fillet,15-22,,8-24-2018 8:39,8,14.3,18.1,16.4,4.6,15.8,14.2,7.1,12.6,12.9
4,East of Jauquau,Leroy & Barry ,Fillet,15-22,,8-24-2018 8:40,8,9.8,11.6,9.4,9.8,5.6,14.9,12.6,12.2,10.7
5,East of Jauquau,Leroy & Barry ,Fillet,15-22,,8-24-2018 8:41,8,14.2,12.2,11.4,15.7,11.7,12,12.4,11.5,12.6
6,East of Jauquau,Morning Star,Fillet,15-22,,8-24-2018 10:59,8,5.2,9.8,12.9,9.8,10.1,8.7,9.4,10.3,9.5
7,East of Jauquau,Morning Star,Fillet,15-22,,8-24-2018 11:00,8,14,12.1,9.6,10.4,6.1,8.4,10.5,11.1,10.3
8,East of Jauquau,Morning Star,Fillet,15-22,,8-24-2018 11:01,8,5.1,10.1,8.8,9.6,12,2.5,12.8,9.2,8.8
9,East of Jauquau,Morning Star,Fillet,15-22,,8-24-2018 11:04,8,7.8,9.2,3.5,11.9,14.7,15.3,4.7,13.9,10.1
10,East of Jauquau,Morning Star,Fillet,15-22,,8-24-2018 11:05,8,13.1,11.9,10.5,14.4,12.3,10.5,8,8.6,11.2
1,German Bank,Leroy & Barry ,Fillet,10-20,,8-30-2018 10:49,8,5,20.6,4.6,7.3,7.8,11.2,8,6.3,8.9
2,German Bank,Leroy & Barry ,Fillet,10-20,,8-30-2018 10:51,8,9,2.7,9.6,6.3,3.8,7.5,9.5,5.8,6.8
3,German Bank,Leroy & Barry ,Fillet,10-20,,8-30-2018 10:52,8,6.2,5.5,3.9,7.4,2.1,7.6,3.2,5.2,5.1
4,German Bank,Leroy & Barry ,Fillet,10-20,,8-30-2018 10:52,8,12.2,5.6,8.7,9.2,13.5,9.8,3.5,11.2,9.2
5,German Bank,Leroy & Barry ,Fillet,10-20,,8-30-2018 10:53,8,5.3,1.7,9.2,7.8,5.5,1.5,4.1,6.9,5.3
6,German Bank,Leroy & Barry ,Fillet,10-20,,8-30-2018 10:55,8,17.1,11.2,12.6,4.5,12.2,13.5,10.5,6.1,11
7,German Bank,Leroy & Barry ,Fillet,10-20,,8-30-2018 10:55,8,5.2,6.3,5.1,2.6,3.7,10.7,5.5,7.4,5.8
8,German Bank,Leroy & Barry ,Fillet,10-20,,8-30-2018 10:56,8,11.6,7.8,12.5,3.9,8.4,3.8,10.2,11.1,8.7
9,German Bank,Leroy & Barry ,Fillet,10-20,,8-30-2018 10:57,8,2.8,7.9,8.7,9.4,6.8,5.5,9.9,9.8,7.6
10,German Bank,Leroy & Barry ,Fillet,10-20,,8-30-2018 10:58,8,11.5,6.8,4.5,3.9,1.6,5.2,12.1,3.1,6.1
11,German Bank,Morning Star,Fillet,10-20,,8-30-2018 16:55,8,4.8,2.8,5.5,4.1,9.3,4.5,6,12.2,6.2
12,German Bank,Morning Star,Fillet,10-20,,8-30-2018 16:56,8,5.9,4.1,8.7,10.9,3.7,17.6,13,2.5,8.3
13,German Bank,Morning Star,Fillet,10-20,,8-30-2018 16:57,8,1.2,5.1,2.2,4.8,2.9,10.1,6.3,3.7,4.5
14,German Bank,Morning Star,Fillet,10-20,,8-30-2018 16:58,8,3.3,1.8,11.9,13.5,5.5,8.2,9.5,10.6,8
15,German Bank,Morning Star,Fillet,10-20,,8-30-2018 16:59,8,12.6,13.5,4.7,5.6,12.4,4.4,7.3,5.8,8.3
1,Scots,Morning Star,Fillet,10-20,,09-03-2018 15:22,8,3.7,3.2,3.5,1.5,2.3,4,2.5,4.7,3.2
2,Scots,Morning Star,Fillet,10-20,,09-03-2018 15:23,8,1.6,1.8,2.5,4.1,4.3,4.8,4.7,3,3.4
3,Scots,Morning Star,Fillet,10-20,,09-03-2018 15:24,8,3.3,1.7,1.9,2.7,1.6,1.6,3.4,7.6,3
4,Scots,Morning Star,Fillet,10-20,,09-03-2018 15:26,8,1.7,4,2.7,6.3,1.6,2,4.1,2.8,3.2
5,Scots,Morning Star,Fillet,10-20,,09-03-2018 15:26,8,2.2,1.8,4.3,2.2,3.7,2,11.9,11,4.9
6,Scots,Morning Star,Fillet,10-20,,09-03-2018 15:57,8,1.1,4.1,4.7,2.4,5.7,1.4,3.3,1.6,3
7,Scots,Morning Star,Fillet,10-20,,09-03-2018 15:58,8,4.1,4.9,5.2,2.9,3.6,2.5,1.3,3.9,3.6
8,Scots,Morning Star,Fillet,10-20,,09-03-2018 16:22,8,2,11.2,4,3.6,6.4,4.7,1.9,3.1,4.6
9,Scots,Morning Star,Fillet,10-20,,09-03-2018 16:23,8,2.6,9.8,4.5,3.1,4.4,2.7,1,2.7,3.9
10,Scots,Morning Star,Fillet,10-20,,09-03-2018 16:24,8,4.8,2.2,2.2,4.2,2.8,7.3,2,4.4,3.7
6,Scots,Leroy & Barry ,Fillet,15-22,,09-04-2018 15:37,8,3.2,1.6,11.6,2.7,5.1,8,2.4,1.3,4.5
7,Scots,Leroy & Barry ,Fillet,15-22,,09-04-2018 15:38,8,3.7,4.6,4.2,3.4,2.1,4.5,3.6,4.8,3.9
8,Scots,Leroy & Barry ,Fillet,15-22,,09-04-2018 15:39,8,6.3,1.5,4.4,3.8,5.9,2.9,5.2,3.9,4.2
9,Scots,Leroy & Barry ,Fillet,15-22,,09-04-2018 15:40,8,4.8,8,2.4,3.1,4,2.1,4.6,4.4,4.2
10,Scots,Leroy & Barry ,Fillet,15-22,,09-04-2018 15:41,8,5.1,1.1,1.6,2.8,3.6,2.2,4.9,8.2,3.7
16,Scots,Morning Star,Fillet,15-22,,09-04-2018 20:24,8,4.5,5.1,5.2,3.1,4.2,4.6,2.4,3.3,4.1
17,Scots,Morning Star,Fillet,15-22,,09-04-2018 20:25,8,4.4,3.5,3.3,4.7,6.9,6.8,2.8,1.5,4.2
18,Scots,Morning Star,Fillet,15-22,,09-04-2018 20:26,8,8.6,6.8,1.6,4.9,9.8,3,1.3,6.4,5.3
19,Scots,Morning Star,Fillet,15-22,,09-04-2018 20:26,8,8,3.4,3.7,4.6,3.8,6.6,4.2,3.4,4.7
20,Scots,Morning Star,Fillet,15-22,,09-04-2018 20:27,8,1.7,4,1.4,4.8,1.7,5,1.6,4.6,3.1
1,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-05-2018 9:25,8,4.4,11.6,6.3,11.4,6.6,6.6,6.6,5.9,7.4
2,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-05-2018 9:26,8,9.7,6,6.8,12.7,4,11.2,13.6,4.8,8.6
3,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-05-2018 9:26,8,2.2,5.1,5.5,13.5,4,3.9,12.5,11.6,7.3
4,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-05-2018 9:27,8,5,7.2,9.7,16.2,5.2,7.1,3.5,16.6,8.8
5,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-05-2018 9:28,8,15.6,11.5,4.3,2.7,7.9,11.7,9,5.4,8.5
11,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-05-2018 16:05,8,11.3,9.9,8,2.1,6.9,6.1,7.4,2.5,6.8
12,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-05-2018 16:06,8,11,4,4,5.2,11.2,9,10.8,10.7,8.2
13,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-05-2018 16:07,8,11.4,7.3,4.1,13.2,8,7.4,5.5,6.3,7.9
14,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-05-2018 16:07,8,15.2,13.2,9.5,8.7,5.2,4.1,4.5,7.9,8.5
15,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-05-2018 16:08,8,4.8,7.2,5.3,12.6,8.7,3.2,7,4.8,6.7
1,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-06-2018 7:16,8,2.9,2.6,13,7.4,9,3.5,2.4,3.2,5.5
2,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-06-2018 7:16,8,4.3,6.4,8.6,4.3,4.3,4,3.8,4.3,5
3,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-06-2018 7:17,8,9.9,7.9,11.9,1.9,6.5,4.8,4.9,17.3,8.1
4,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-06-2018 7:17,8,2.6,4.1,5.9,5.9,3.3,4,9.2,1.9,4.6
5,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-06-2018 7:18,8,5.1,1.8,12.8,4.5,8,4.5,5.1,15.8,7.2
6,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-06-2018 7:55,8,2.5,2.9,15.6,10.3,2.5,7.9,16,8.9,8.3
7,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-06-2018 7:56,8,6.5,11.3,1.9,12.5,8.6,13.3,12.8,3.6,8.8
8,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-06-2018 7:57,8,2.2,8.5,6.7,14.3,7.8,13.4,6.8,14.8,9.3
9,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-06-2018 7:57,8,2.3,7.4,1.9,12.2,2.6,2,9.2,2.5,5
10,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-06-2018 7:58,8,5.8,15.6,15.2,5.3,15.3,5.5,9.8,14.3,10.9
